"subject_id" "action" "time_body_acceleration_mean_x" "time_body_acceleration_mean_y" "time_body_acceleration_mean_z" "time_gravityacceleration_mean_x" "time_gravityacceleration_mean_y" "time_gravityacceleration_mean_z" "time_body_acceleration_jerk_mean_x" "time_body_acceleration_jerk_mean_y" "time_body_acceleration_jerk_mean_z" "time_body_gyro_mean_x" "time_body_gyro_mean_y" "time_body_gyro_mean_z" "time_body_gyro_jerk_mean_x" "time_body_gyro_jerk_mean_y" "time_body_gyro_jerk_mean_z" "time_body_acceleration_magnitude_mean" "time_gravityacceleration_magnitude_mean" "time_body_acceleration_jerk_magnitude_mean" "time_body_gyro_magnitude_mean" "time_body_gyro_jerk_magnitude_mean" "fft_body_acceleration_mean_x" "fft_body_acceleration_mean_y" "fft_body_acceleration_mean_z" "fft_body_acceleration_jerk_mean_x" "fft_body_acceleration_jerk_mean_y" "fft_body_acceleration_jerk_mean_z" "fft_body_gyro_mean_x" "fft_body_gyro_mean_y" "fft_body_gyro_mean_z" "fft_body_acceleration_magnitude_mean" "fft_body_body_acceleration_jerk_magnitude_mean" "fft_body_body_gyro_magnitude_mean" "fft_body_body_gyro_jerk_magnitude_mean" "time_body_acceleration_sd_x" "time_body_acceleration_sd_y" "time_body_acceleration_sd_z" "time_gravityacceleration_sd_x" "time_gravityacceleration_sd_y" "time_gravityacceleration_sd_z" "time_body_acceleration_jerk_sd_x" "time_body_acceleration_jerk_sd_y" "time_body_acceleration_jerk_sd_z" "time_body_gyro_sd_x" "time_body_gyro_sd_y" "time_body_gyro_sd_z" "time_body_gyro_jerk_sd_x" "time_body_gyro_jerk_sd_y" "time_body_gyro_jerk_sd_z" "time_body_acceleration_magnitude_sd" "time_gravityacceleration_magnitude_sd" "time_body_acceleration_jerk_magnitude_sd" "time_body_gyro_magnitude_sd" "time_body_gyro_jerk_magnitude_sd" "fft_body_acceleration_sd_x" "fft_body_acceleration_sd_y" "fft_body_acceleration_sd_z" "fft_body_acceleration_jerk_sd_x" "fft_body_acceleration_jerk_sd_y" "fft_body_acceleration_jerk_sd_z" "fft_body_gyro_sd_x" "fft_body_gyro_sd_y" "fft_body_gyro_sd_z" "fft_body_acceleration_magnitude_sd" "fft_body_body_acceleration_jerk_magnitude_sd" "fft_body_body_gyro_magnitude_sd" "fft_body_body_gyro_jerk_magnitude_sd"
2 "walk_donwstairs" 0.27873663 -0.018153403 -0.1260511 0.86875544 -0.33234194 0.024746154 0.068800214 -0.013227115 0.0077113564 -0.11269568 0.019575582 0.068691573 -0.081117114 -0.039552477 -0.066792333 0.094583508 0.094583508 0.0039954428 -0.1336128 -0.42150307 0.10159014 0.25856632 -0.15328676 0.12471413 0.047647474 -0.26038781 -0.12791416 -0.36744843 -0.083562797 0.30028262 0.19250786 -0.32514935 -0.41504105 0.056146545 0.26128485 -0.15395808 -0.94737856 -0.94220621 -0.936338 0.15750824 0.093298737 -0.32605422 -0.326839 -0.41249567 -0.27252004 -0.25752405 -0.49218321 -0.21992792 0.232446 0.232446 0.19109367 -0.24231799 -0.38207988 -0.01542045 0.17476612 -0.24801508 0.060025554 0.048944596 -0.3894322 -0.39316201 -0.45881422 -0.43258905 -0.02911982 0.21743532 -0.38690664 -0.38064503
2 "walk_upstairs" 0.25312469 -0.014387314 -0.129096195 0.82743932 -0.43160382 -0.0897692705 0.0577460625 -0.032040033 0.0563452135 -0.025482091 -0.0452056145 0.050352701 -0.0686227655 -0.0503856295 -0.023256375 -0.10511447 -0.10511447 -0.32827487 -0.21777439 -0.577738865 -0.27510821 -0.025042971 -0.35191946 -0.273495755 -0.23385385 -0.559530135 -0.315736595 -0.50185931 -0.25497555 -0.15544879 -0.21956662 -0.45782649 -0.59828274 -0.31965879 0.0953882105 -0.204455785 -0.95612155 -0.949818575 -0.931207135 -0.30046433 -0.244985215 -0.615807875 -0.402861035 -0.46313247 -0.21943787 -0.459762185 -0.66043564 -0.47760992 -0.21678225 -0.21678225 -0.252353215 -0.39662506 -0.598271045 -0.333807155 0.0719029235 -0.172222375 -0.38849177 -0.297690695 -0.673086205 -0.44250714 -0.458119835 -0.275818855 -0.374289785 -0.27230421 -0.45928016 -0.61635827
3 "lay" 0.275107535 -0.017882475 -0.10569389 -0.22507097 0.85578899 0.458747265 0.076320169 0.0111131175 -0.00391896605 -0.0262591425 -0.0757737425 0.0857163945 -0.0989726795 -0.040719602 -0.0558930205 -0.98484685 -0.98484685 -0.986997785 -0.978052105 -0.99273713 -0.98867786 -0.978650685 -0.98544489 -0.98618983 -0.978950505 -0.986868555 -0.98098148 -0.98926331 -0.983561615 -0.98454068 -0.98697523 -0.981299055 -0.992478195 -0.98947416 -0.979811455 -0.983999005 -0.98975562 -0.994631605 -0.9862944 -0.98635308 -0.978592245 -0.988931415 -0.98446733 -0.988372025 -0.984114055 -0.98846 -0.9934022 -0.990148945 -0.985473545 -0.985473545 -0.987350215 -0.975018085 -0.992863735 -0.990712595 -0.981040415 -0.98301979 -0.988150235 -0.979345965 -0.98937596 -0.984892495 -0.98724261 -0.985676035 -0.98642652 -0.986833555 -0.97504574 -0.992432315
3 "sit" 0.275496175 -0.0155442555 -0.1014464 0.94844343 0.077691826 0.108672935 0.0751717395 0.011950176 0.00333905795 -0.028939025 -0.077013228 0.0862144325 -0.0974224215 -0.0393277555 -0.0586865385 -0.969254125 -0.969254125 -0.983395015 -0.97096657 -0.987969715 -0.988939475 -0.963297275 -0.97565042 -0.98743798 -0.971764045 -0.982979345 -0.98456115 -0.98011555 -0.966653995 -0.97213936 -0.982540055 -0.97666249 -0.989242855 -0.991618165 -0.95772313 -0.969447045 -0.99501405 -0.975536305 -0.965940065 -0.986940305 -0.97191719 -0.98562265 -0.989115385 -0.979020505 -0.964519685 -0.984855115 -0.988654475 -0.98693777 -0.965235615 -0.965235615 -0.984037095 -0.968686205 -0.98928315 -0.992703875 -0.957556605 -0.96754499 -0.98825961 -0.976239805 -0.986966585 -0.989699555 -0.977363175 -0.964589715 -0.96722874 -0.98486191 -0.96990629 -0.989926955
3 "stand" 0.27739954 -0.016447003 -0.10844469 0.93560613 -0.30766191 0.017291521 0.075605546 0.012810849 -0.0035434776 -0.025389727 -0.071417469 0.08525651 -0.096814122 -0.043307676 -0.054081425 -0.95522167 -0.95522167 -0.97100461 -0.89696209 -0.97238855 -0.97520457 -0.93052475 -0.9572159 -0.97631968 -0.96433022 -0.97954874 -0.90775894 -0.95100575 -0.92656905 -0.94825124 -0.96899928 -0.926054 -0.97658805 -0.97794234 -0.91645669 -0.95605255 -0.9922581 -0.97648021 -0.96910445 -0.97719149 -0.9630124 -0.98214604 -0.91512345 -0.94030764 -0.92513386 -0.96269852 -0.97913222 -0.97382701 -0.94477577 -0.94477577 -0.96930397 -0.89832535 -0.97689514 -0.97903055 -0.91455201 -0.95826472 -0.98048061 -0.9628549 -0.98326879 -0.91409283 -0.93608494 -0.92555148 -0.95072642 -0.97286363 -0.89586959 -0.97521232
3 "walk" 0.26922953 -0.0188662285 -0.113606905 0.93789308 -0.261121995 -0.13466186 0.11274584 0.017358899 0.0233504115 -0.0337567215 -0.0676504925 0.081140042 -0.084683362 -0.039509761 -0.0290304705 -0.241401095 -0.241401095 -0.262496055 -0.46511421 -0.55761694 -0.286815885 -0.0900173045 -0.419631305 -0.27889315 -0.140821745 -0.51308187 -0.44631461 -0.55917281 -0.41802583 -0.295596675 -0.16057967 -0.577782345 -0.61443305 -0.347835855 -0.070385767 -0.38059687 -0.983375235 -0.96460954 -0.959090215 -0.25453951 -0.037732052 -0.52738895 -0.578268575 -0.56976569 -0.47570324 -0.37953087 -0.65168632 -0.53714431 -0.326903185 -0.326903185 -0.11963222 -0.5738794 -0.57020111 -0.363199765 -0.12777244 -0.42080677 -0.293467015 0.0055319058 -0.54080326 -0.625124065 -0.574819865 -0.54016786 -0.459039465 -0.0799284305 -0.637780655 -0.55354593
3 "walk_donwstairs" 0.29480972 -0.016522642 -0.11660425 0.9412991 -0.23298304 -0.10326493 0.10123714 0.020611052 -0.0030807857 -0.106919 -0.0064460229 0.12853727 -0.072258429 -0.059166533 -0.04890889 -0.0822611 -0.0822611 -0.25350505 -0.22387944 -0.52689527 -0.066459472 -0.015228583 -0.40716868 -0.12540221 -0.17144034 -0.52804831 -0.11984956 -0.54579313 -0.32675267 -0.0043327375 -0.087074062 -0.37114945 -0.58991725 -0.089973058 -0.081178636 -0.36335291 -0.95136186 -0.95179047 -0.91471731 -0.14453871 -0.15908976 -0.57215379 -0.2776826 -0.55358679 -0.45183238 -0.32521365 -0.68453264 -0.37457968 -0.075078435 -0.075078435 -0.13705207 -0.32969262 -0.59631252 -0.098005641 -0.1423711 -0.41882942 -0.21690417 -0.19156122 -0.60099976 -0.30853433 -0.56802653 -0.55442812 -0.24980272 -0.18330777 -0.41873469 -0.62755331
3 "walk_upstairs" 0.26812381 -0.021686009 -0.11035526 0.87938151 -0.38715793 -0.16026484 0.05198836 0.032915142 -0.0089552896 0.072562639 -0.13875806 0.037977092 -0.10198418 -0.03539547 -0.010554975 -0.18153517 -0.18153517 -0.43584112 -0.3497794 -0.65692039 -0.39281593 -0.10713771 -0.49326208 -0.48534386 -0.28708264 -0.66452665 -0.39694777 -0.63729191 -0.44649548 -0.30331101 -0.42087182 -0.53447983 -0.70635226 -0.31659004 0.021226512 -0.36882095 -0.95702882 -0.93726352 -0.9177667 -0.45684431 -0.25094921 -0.70072165 -0.46447703 -0.58809509 -0.51496056 -0.50723477 -0.76736187 -0.57211276 -0.33431866 -0.33431866 -0.43866185 -0.47530997 -0.71049062 -0.28542645 0.007245521 -0.34794711 -0.47981952 -0.26138217 -0.73725861 -0.49500974 -0.56650957 -0.58187954 -0.45054415 -0.49878221 -0.51757758 -0.73933806
4 "lay" 0.277321035 -0.016757346 -0.109159555 -0.4344787 0.88531013 0.44478364 0.076043534 0.0113645315 -0.0012866694 -0.02792052 -0.0768608595 0.086978531 -0.098612498 -0.0393247225 -0.0556584035 -0.987249845 -0.987249845 -0.98939354 -0.974208575 -0.99480726 -0.991010795 -0.983806355 -0.98546294 -0.992381455 -0.98224626 -0.98854175 -0.98858602 -0.983660625 -0.991852135 -0.98968546 -0.990877435 -0.98559513 -0.99517186 -0.987544585 -0.986721895 -0.981995535 -0.99119487 -0.996529155 -0.99217617 -0.992572965 -0.981815285 -0.990030665 -0.987651825 -0.968968575 -0.992067355 -0.99243627 -0.99423696 -0.99508443 -0.98901671 -0.98901671 -0.99202231 -0.97848143 -0.99554136 -0.985921985 -0.98844323 -0.980162345 -0.99315082 -0.982650815 -0.989636465 -0.98794333 -0.96309951 -0.99255631 -0.988943255 -0.99135626 -0.97711301 -0.99573575
4 "sit" 0.276959065 -0.0132727485 -0.109917775 0.868232675 0.260521805 0.0825389425 0.0759410375 0.0103564005 0.000197450175 -0.027832132 -0.081848284 0.0892498955 -0.096933848 -0.040202621 -0.054007747 -0.965851985 -0.965851985 -0.975413715 -0.96174719 -0.984724165 -0.98587567 -0.942389085 -0.970623385 -0.98315511 -0.959750285 -0.97998229 -0.973122265 -0.97569874 -0.953111515 -0.96728505 -0.97487793 -0.96841838 -0.982264405 -0.988603625 -0.93338275 -0.960513105 -0.99510297 -0.984230525 -0.973116225 -0.98370366 -0.95954377 -0.982637145 -0.981254685 -0.96995619 -0.943303485 -0.977359505 -0.988118135 -0.979137245 -0.963296465 -0.963296465 -0.97541798 -0.94772919 -0.98256499 -0.98908897 -0.934999405 -0.957500705 -0.984649745 -0.961958825 -0.983867745 -0.98332704 -0.965762645 -0.9464418 -0.9651333 -0.97659617 -0.944593915 -0.983136555
4 "stand" 0.278423465 -0.0190406745 -0.11634638 0.95986923 -0.069696262 0.165723665 0.075960153 0.0091753114 -0.00527678795 -0.032392172 -0.0814782345 0.087526227 -0.1000014115 -0.0410190135 -0.054119329 -0.945566385 -0.945566385 -0.973403425 -0.93484312 -0.97751283 -0.98633601 -0.92726639 -0.962347285 -0.983450335 -0.95307474 -0.97645995 -0.924715255 -0.97282031 -0.941472485 -0.958780825 -0.969753195 -0.95035212 -0.978522 -0.98999503 -0.911252155 -0.937458775 -0.994192045 -0.969794635 -0.957764785 -0.983736675 -0.95341604 -0.979866445 -0.9312869 -0.96733833 -0.93893821 -0.96172998 -0.98526665 -0.97208307 -0.94984959 -0.94984959 -0.97129942 -0.930872695 -0.97802432 -0.99177673 -0.91090199 -0.933262765 -0.98511269 -0.955546215 -0.981903705 -0.93651603 -0.96394656 -0.944675015 -0.9532772 -0.970812055 -0.93124973 -0.978646895
4 "walk" 0.27344678 -0.0163644595 -0.10974587 0.963890165 -0.1023246 0.13247151 0.077364492 0.0059477881 0.00175695585 -0.032059979 -0.075027321 0.0882945225 -0.109277235 -0.0493288965 -0.0558087225 -0.31678569 -0.31678569 -0.375854535 -0.50617849 -0.683618315 -0.42825717 -0.15244131 -0.633244175 -0.359978065 -0.284250985 -0.72708244 -0.38235693 -0.692337665 -0.613636875 -0.458375135 -0.32427284 -0.623317175 -0.722746865 -0.442772485 -0.0635923515 -0.589490635 -0.984967655 -0.976131225 -0.96490462 -0.308853335 -0.225491 -0.74825404 -0.51328167 -0.66403697 -0.668151165 -0.494853945 -0.811047895 -0.65582339 -0.534521645 -0.534521645 -0.31462268 -0.57192516 -0.732455825 -0.44182431 -0.0837954265 -0.59266547 -0.29455595 -0.21483958 -0.775972585 -0.55812762 -0.65104148 -0.721336465 -0.66049743 -0.322890705 -0.615969745 -0.76732768
4 "walk_donwstairs" 0.27377455 -0.007301699 -0.10476352 0.94797524 -0.05691296 0.14434646 0.12276109 0.01194873 0.012914611 -0.1493008 -0.0699527 0.05638533 -0.071925132 -0.031628843 -0.036342589 -0.03304231 -0.03304231 -0.22144046 -0.34131018 -0.59585547 -0.056825286 -0.14084214 -0.49155548 -0.1876839 -0.18705644 -0.58616794 -0.23996531 -0.72049901 -0.3299915 -0.022025444 -0.16925952 -0.43398934 -0.620859 0.034057343 -0.20861069 -0.46675464 -0.96104261 -0.93433968 -0.94940219 -0.1399059 -0.15015219 -0.63376131 -0.34680863 -0.7030946 -0.51856746 -0.40800348 -0.8189634 -0.34081631 -0.047703052 -0.047703052 -0.20458102 -0.39831742 -0.64389303 0.049279342 -0.31964623 -0.49224702 -0.18494699 -0.14956132 -0.67144255 -0.43520966 -0.69681698 -0.64210433 -0.20693801 -0.2518402 -0.47862432 -0.68756844
4 "walk_upstairs" 0.269488595 -0.0227290895 -0.1123374 0.943937315 -0.240124575 0.0859535115 0.0725087735 -0.032827999 -0.00893525545 0.0726645525 -0.1012187345 0.0893306315 -0.103910745 -0.050628456 -0.0357546975 -0.140274595 -0.140274595 -0.39277278 -0.29405667 -0.67798763 -0.3052648 -0.14747932 -0.516820175 -0.424315465 -0.31089423 -0.691595215 -0.36161204 -0.68537977 -0.352083775 -0.28020074 -0.399222915 -0.58570965 -0.73525626 -0.196328315 -0.0680011245 -0.370837995 -0.966144885 -0.95445921 -0.933188085 -0.3762349 -0.2920919 -0.72401366 -0.45322847 -0.55621049 -0.34680854 -0.521021275 -0.84125746 -0.555912025 -0.21510822 -0.21510822 -0.43807319 -0.502838615 -0.74987433 -0.160676395 -0.112072945 -0.352675795 -0.384597375 -0.324768905 -0.764951655 -0.48318655 -0.49511353 -0.41154858 -0.30044144 -0.520845835 -0.55955286 -0.798661095
